id,speaker,line,addressee,confidence,reasoning,masu_count,desu_count,gozaimasu_count,honorific_verb_count,humble_verb_count,total_polite_count,polite_density
644,湯婆婆,引けやー！そーれっ！,一同,high,湯婆婆 is giving a pulling command to the group with enthusiastic calls.,0,0,0,0,0,0,0.0000
645,一同,そーれっ！,group:bathhouse workers,high,一同 is responding in unison to 湯婆婆's pulling command.,0,0,0,0,0,0,0.0000
646,一同,そーれっ！,group:bathhouse workers,high,一同 continues the coordinated pulling effort with the same chant.,0,0,0,0,0,0,0.0000
647,一同,そーれっ！,group:bathhouse workers,high,一同 continues maintaining rhythm and coordination during the group pulling.,0,0,0,0,0,0,0.0000
648,一同,そーれっ！,group:bathhouse workers,high,一同 maintains the synchronized pulling effort.,0,0,0,0,0,0,0.0000
649,千尋,あっ！,self,high,"千尋's exclamation is a spontaneous reaction to an event, not directed at anyone.",0,0,0,0,0,0,0.0000
650,一同,そーれっ！,group:bathhouse workers,high,一同 makes another synchronized response to continue the coordinated pulling effort.,0,0,0,0,0,0,0.0000
651,一同,そーれっ！,group:bathhouse workers,high,一同 indicates a group chanting together in unison.,0,0,0,0,0,0,0.0000
652,千尋,自転車？,self,high,Chihiro speaking to herself in reaction to seeing the bicycle.,0,0,0,0,0,0,0.0000
653,湯婆婆,やはり！さあ、引くんだよ！,千尋,high,Yubaba is giving direct instructions to Chihiro to pull the cart.,0,0,0,0,0,0,0.0000
654,一同,そーれっ！,group:bathhouse workers,high,一同 indicates the group chanting together again.,0,0,0,0,0,0,0.0000
655,一同,そーれっ！,group:bathhouse workers,high,一同 indicates the group chanting together continuing.,0,0,0,0,0,0,0.0000
656,河の神,あー…。,self,medium,"The river spirit making a contented vocalization, likely to himself.",0,0,0,0,0,0,0.0000
657,千尋,うわっ！,self,high,Chihiro's exclamation in reaction to the river spirit's movement.,0,0,0,0,0,0,0.0000
658,リン,セーン！大丈夫か？！,千尋,high,"Lin is calling out to Chihiro by name, asking if she is okay.",0,0,0,0,0,0,0.0000
659,河の神,よきかな…。,self,medium,"The river spirit expressing satisfaction, likely to himself.",0,0,0,0,0,0,0.0000
660,千尋,あっ…。,self,high,Chihiro's exclamation in reaction to the river spirit's contentment.,0,0,0,0,0,0,0.0000
661,湯婆婆,んー？,unknown,low,Interrogative utterance with no clear addressee in immediate context,0,0,0,0,0,0,0.0000
662,蛙男,砂金だ！,group:other characters,medium,Exclamatory statement likely directed at nearby characters to draw attention to the gold dust,0,0,0,0,0,0,0.0000
663,父役,こらー！会社のものだ！勝手に取るな！,顔無し(兄役),high,Father role is confronting the No-Face character (兄役) who is taking company property,0,0,0,0,0,0,0.0000
664,湯婆婆,静かにおし！お客様がまだおいでなんだよ！,group:bathhouse workers,high,Yubaba is scolding workers to be quiet because customers are present,0,0,0,0,0,0,0.0000
665,湯婆婆,千、お客様の邪魔だ。そこを下りな。,千尋,high,"Yubaba directly addresses Chihiro (千) by name, telling her to get down",0,0,0,0,0,0,0.0000
666,湯婆婆,大戸を開けな！お帰りだ！,group:bathhouse workers,high,Yubaba commands workers to open the large door for the departing guest,0,0,0,0,0,0,0.0000
667,河の神,アッハハハハ…。,self,high,"River Spirit's laughter appears to be self-contained amusement, not directed at others",0,0,0,0,0,0,0.0000
668,湯婆婆,千！よくやったね！大儲けだよ！,千尋,high,"Yubaba directly addresses Chihiro (千) by name, praising her work",0,0,0,0,0,0,0.0000
669,湯婆婆,ありゃあ名のある川の主だよ。,group:bathhouse workers,high,Yubaba explains to workers that this was the spirit of a famous river,0,0,0,0,0,0,0.0000
670,湯婆婆,みんなも千を見習いな！,group:bathhouse workers,high,Yubaba tells all workers to learn from Chihiro's example,0,0,0,0,0,0,0.0000
671,湯婆婆,今日は１本つけるからね。,千尋,high,"湯婆婆 is directly addressing Chihiro as the subject of praise, continuing the previous conversation about her accomplishment.",0,0,0,0,0,0,0.0000
672,湯婆婆,さあ、拾った砂金を全部出しな！,千尋,high,"湯婆婆 commands Chihiro to hand over the gold sand she collected, continuing to address her.",0,0,0,0,0,0,0.0000
673,リン,食う？かっぱらって来た。,千尋,high,"リン is offering food to Chihiro, established by the context of their interaction.",0,0,0,0,0,0,0.0000
674,千尋,ありがとう。,リン,high,千尋 is thanking リン for bringing her the food.,0,0,0,0,0,0,0.0000
675,リン,フー…やれやれ。,self,high,This is a self-directed sigh/exclamation expressing fatigue or exasperation.,0,0,0,0,0,0,0.0000
676,千尋,ハクいなかったね。,リン,high,"千尋 is speaking to リン, making an observation about Haku's absence.",0,0,0,0,0,0,0.0000
677,リン,またハクかよ。,千尋,high,"リン is responding to 千尋's comment about Haku, continuing their conversation.",0,0,0,0,0,0,0.0000
678,リン,あいつ時々いなくなるんだよ。,千尋,high,"リン is explaining to 千尋 that Haku sometimes disappears, continuing her response.",0,0,0,0,0,0,0.0000
679,リン,うわさじゃさ、湯バーバにやばいことやらされてんだって。,千尋,high,リン is relaying rumors to 千尋 about what 湯婆婆 makes Haku do.,0,0,0,0,0,0,0.0000
680,千尋,そう…。,リン,medium,"千尋's quiet acknowledgment appears to be responding to or directed at リン, though it could be self-directed thought.",0,0,0,0,0,0,0.0000
681,湯女,リン、消すよ。,リン,high,湯女 is directly addressing リン with an action notice.,0,0,0,0,0,0,0.0000
682,リン,ああ。,湯女,high,リン is responding affirmatively to the 湯女's statement.,0,0,0,0,0,0,0.0000
683,千尋,町がある。海みたい…。,self,high,千尋 is making an observation to herself while looking at the flooded landscape.,0,0,0,0,0,0,0.0000
684,リン,当たり前じゃん。雨が降りゃ海ぐらいできるよ。,千尋,high,リン is responding to and commenting on 千尋's observation.,0,0,0,0,0,0,0.0000
685,リン,オレ、いつかあの町に行くんだ。こんなとこ絶対にやめてやる。,self,medium,"リン is expressing her aspirations and determination, speaking more to herself than directly to someone.",0,0,0,0,0,0,0.0000
686,千尋,うっ！ウエーっ！,self,high,"千尋 is making a sound of distress or nausea, not directed at anyone.",0,0,0,0,0,0,0.0000
687,リン,ん？どうしたん？,千尋,high,リン is asking 千尋 what happened in response to her sound of distress.,0,0,0,0,0,0,0.0000
688,青蛙,砂金だ！,group:others,medium,"青蛙 is announcing an observation about gold dust, likely to whoever is nearby.",0,0,0,0,0,0,0.0000
689,青蛙,あっ！,self,medium,"青蛙 appears to be reacting with surprise or alarm, possibly to himself.",0,0,0,0,0,0,0.0000
690,青蛙,お主、何者だ？客人ではないな。そこに入ってはいけないのだぞ！,千尋,high,青蛙 is directly questioning 千尋 about her identity and warning her not to enter.,0,0,0,0,0,0,0.0000
691,青蛙,おっ！,unknown,medium,"青蛙's exclamation appears to be a reaction to seeing something, possibly self-talk or directed at an unspecified audience.",0,0,0,0,0,0,0.0000
692,青蛙,金だ！金だ！,group:nearby characters,medium,"Excited exclamation about gold, likely directed at whoever is nearby or as self-talk.",0,0,0,0,0,0,0.0000
693,青蛙,こ…これ、わしにくれるのか？,顔無し,high,青蛙 is asking if 顔無し will give him the gold that was just mentioned.,0,0,0,0,0,0,0.0000
694,顔無し,ア…ア…ア…。,青蛙,high,"顔無し is making vocal responses, appearing to communicate with the 青蛙 who just spoke to him.",0,0,0,0,0,0,0.0000
695,青蛙,き…金を出せるのか？,顔無し,high,青蛙 is continuing to question 顔無し about whether he can produce gold.,0,0,0,0,0,0,0.0000
696,顔無し,ア…ア…。,青蛙,high,顔無し continues his vocal response to 青蛙's question.,0,0,0,0,0,0,0.0000
697,青蛙,くれ！,顔無し,high,"青蛙 is demanding that 顔無し give him gold, a direct imperative to 顔無し.",0,0,0,0,0,0,0.0000
698,兄役,誰ぞ？そこにおるのか？,unknown,medium,"兄役 is calling out to an unknown presence in the dark, possibly the 顔無し.",0,0,0,0,0,0,0.0000
699,兄役,消灯時間はとうに過ぎたぞ。,unknown,medium,"兄役 is addressing whoever is present, warning about lights-out time.",0,0,0,0,0,0,0.0000
700,顔無し(青蛙),兄役殿、オレは腹がへった。腹ペコだ。,兄役,high,顔無し(青蛙) is directly addressing 兄役 by title and stating his complaint about being hungry.,0,0,0,0,0,0,0.0000
701,兄役,そ…その声は？！,顔無し(青蛙),high,兄役 is responding in surprise to the mysterious voice just heard from 顔無し(青蛙).,0,0,0,0,0,0,0.0000
702,顔無し(青蛙),前金だ。受け取れ。,兄役,high,顔無し(青蛙) is directly addressing 兄役 and offering payment ('前金だ。受け取れ').,0,0,0,0,0,0,0.0000
703,顔無し(青蛙),わしは客だぞ。風呂にも入るぞ！みんな起こせー！,group:bathhouse workers,high,"顔無し(青蛙) is issuing commands to wake up the staff ('みんな起こせー'), addressing the group at the bathhouse.",0,0,0,0,0,0,0.0000
704,千尋,お父さん、お母さん。河の神様からもらったおダンゴだよ。,group:her parents,high,千尋 is directly addressing her parents ('お父さん、お母さん') and telling them about the dumplings.,0,0,0,0,0,0,0.0000
705,千尋,これを食べれば、人間に戻れるよ、きっと。,group:her parents,high,"千尋 continues speaking to her parents, explaining the effect of eating the dumplings.",0,0,0,0,0,0,0.0000
706,千尋,お父さん、お母さん、どこ？,self,high,"千尋 is asking a rhetorical question to herself, searching for her parents.",0,0,0,0,0,0,0.0000
707,千尋,お父さーん！,お父さん,high,千尋 is calling out for her father specifically.,0,0,0,0,0,0,0.0000
708,千尋,ハっ！,self,high,"千尋 makes a sharp intake of breath indicating sudden realization, not directed at anyone.",0,0,0,0,0,0,0.0000
709,千尋,フー…やな夢。,self,high,"千尋 is expressing her own relief/disgust about having a bad dream, speaking to herself.",0,0,0,0,0,0,0.0000
710,千尋,リン？,リン,high,千尋 is calling out the name 'リン' to locate or address that character.,0,0,0,0,0,0,0.0000
711,千尋,誰もいない。,self,high,Monologue observation while alone in the bathhouse.,0,0,0,0,0,0,0.0000
712,千尋,あっ、本当に海になってる！,self,high,Exclamation of surprise to herself upon seeing the flooded bathhouse.,0,0,0,0,0,0,0.0000
713,千尋,ここからお父さん達のとこ見えるんだ。,self,high,Internal reflection about seeing her parents from this location.,0,0,0,0,0,0,0.0000
714,千尋,カマジイがもう火をたいてる。そんなに寝ちゃったのかな。,self,high,Self-directed observation about the time that has passed and Kamaji's activities.,0,0,0,0,0,0,0.0000
715,兄役,お客様がお待ちだぞ！もっと早くできんのか？！そこ！,group:bathhouse workers,high,Supervisor addressing workers to serve customers faster.,0,0,0,0,0,0,0.0000
716,父役,余りものでも何でもいい！どんどんお出ししろ。,group:bathhouse workers,high,Supervisor instructing workers to serve any available food quickly.,0,0,0,0,0,0,0.0000
717,リン,セーン！,unknown,medium,Brief exclamation that could be calling someone or expressing emphasis.,0,0,0,0,0,0,0.0000
718,千尋,リンさん。,リン,high,Chihiro addressing Lin by name with honorific suffix.,0,0,0,0,0,0,0.0000
719,リン,今起こしに行こうと思ったんだ。見な！,千尋,high,Lin responding to Chihiro and inviting her to look at something.,0,0,0,0,0,0,0.0000
720,リン,本物の金だ！もらったんだ。,千尋,high,Lin continuing to speak to Chihiro about the real gold she received.,0,0,0,0,0,0,0.0000
721,リン,すげぇ気前のいい客が来たんだ。,千尋,high,"リン is responding to 千尋's earlier question about the generous customer, continuing their conversation.",0,0,0,0,0,0,0.0000
722,顔無し(青蛙),オレは腹ペコだ！全部持って来い！,group:bathhouse workers,high,顔無し(青蛙) is giving orders about food to whoever is serving; likely directed at multiple workers.,0,0,0,0,0,0,0.0000
723,千尋,そのお客さんて…。,リン,high,千尋 is asking リン about the customer she just mentioned.,0,0,0,0,0,0,0.0000
724,リン,千も来い。湯バーバまだ寝てるからチャンスだぞ。,千尋,high,リン uses 千 (informal form of 千尋's name) directly and invites her to come along.,0,0,0,0,0,0,0.0000
725,千尋,私、カマジイのとこ行かなきゃ。,リン,high,千尋 is responding to リン's invitation by explaining she must go elsewhere.,0,0,0,0,0,0,0.0000
726,リン,今カマジイのとこ行かないほうがいいぞ！,千尋,high,リン is directly advising 千尋 not to go to 釜爺's place right now.,0,0,0,0,0,0,0.0000
727,リン,たたき起こされてものすごく不機嫌だから！,千尋,high,リン continues warning 千尋 about 釜爺's current mood.,0,0,0,0,0,0,0.0000
728,湯女,リン、もう一回行こう。,リン,high,湯女 is directly addressing リン with a request to go somewhere together.,0,0,0,0,0,0,0.0000
729,リン,ああ！,湯女,high,リン is agreeing affirmatively to 湯女's proposal to go.,0,0,0,0,0,0,0.0000
730,千尋,お父さんとお母さん分からなかったらどうしよう？,self,high,"千尋 is expressing her own worried thoughts aloud, not addressing anyone in particular.",0,0,0,0,0,0,0.0000
731,千尋,お父さんあんまり太ってたらやだなぁ。,self,high,"Internal worry about her father's appearance, spoken to herself.",0,0,0,0,0,0,0.0000
732,千尋,ん？あっ！,self,high,"Exclamation of realization, not directed at anyone.",0,0,0,0,0,0,0.0000
733,千尋,橋のとこで見た竜だ！こっちへ来る！,self,high,Observation and warning to herself about the approaching dragon.,0,0,0,0,0,0,0.0000
734,千尋,何だろう？鳥じゃない。,self,high,Questioning observation made to herself about what the creature is.,0,0,0,0,0,0,0.0000
735,千尋,うわっ！,self,high,"Startled exclamation, not directed at anyone.",0,0,0,0,0,0,0.0000
736,千尋,ハク！しっかり！こっちよ！,ハク,high,Directly calling out to Haku by name and commanding him to come toward her.,0,0,0,0,0,0,0.0000
737,千尋,ハク？,ハク,high,"Calling out to Haku, using his name as a question.",0,0,0,0,0,0,0.0000
738,千尋,ハクー！,ハク,high,"Calling out to Haku with emphasis, extending his name.",0,0,0,0,0,0,0.0000
739,千尋,ヒャー！,self,high,"Scared exclamation, not directed at anyone.",0,0,0,0,0,0,0.0000
740,千尋,うわぁ！あー！あー！,self,high,"Scared screaming/crying out, not directed at anyone.",0,0,0,0,0,0,0.0000
741,千尋,あっ…ただの紙だ。,self,high,Chihiro is observing and commenting to herself about what the paper has become.,0,0,0,0,0,0,0.0000
742,千尋,ハクね？ハクでしょ？,self,high,Chihiro is questioning and confirming to herself that the paper is Haku.,0,0,0,0,0,0,0.0000
743,千尋,ケガしてるの？あの紙のトリは行ってしまったよ。,self,medium,"Chihiro appears to be talking to herself about Haku's injury, though could be addressing Haku directly.",0,0,0,0,0,0,0.0000
744,千尋,もう大丈夫だよ。,ハク,high,"Chihiro is reassuring Haku that he will be okay, addressing him directly.",0,0,0,0,0,0,0.0000
745,千尋,うわっ！,self,high,"Chihiro's exclamation is a reaction to something startling, not directed at anyone.",0,0,0,0,0,0,0.0000
746,千尋,湯バーバのとこへ行くんだ…。,self,high,Chihiro is stating her determination to herself about what she needs to do.,0,0,0,0,0,0,0.0000
747,千尋,どうしよう？ハクが死んじゃう！,self,high,Chihiro is expressing her distress and panic to herself about Haku's condition.,0,0,0,0,0,0,0.0000
748,兄役,♪ そーれ！さぁてもこの世にきわまれる、お大尽様のおなりだよ！それー！,group:bathhouse workers,high,"The character in 兄役 is performing an announcement to welcome an important guest, addressing the bathhouse staff.",0,0,0,0,0,0,0.0000
749,一同,いらっしゃいませー！,group:bathhouse workers,high,一同 indicates all workers are responding in unison to greet the guest.,1,0,0,1,0,1,0.1000
750,兄役,♪ それ！おねだり、あっ、おねだり！それっ！,group:bathhouse workers,high,The 兄役 continues his performance and chant directed at the assembled workers.,0,0,0,0,0,0,0.0000
751,一同,お大尽様！お大尽様！,unknown,medium,"A group exclamation about an arriving customer, likely directed at the assembled workers or announcing to all present.",0,0,0,0,0,0,0.0000
752,湯女１,来るよ！,group:bathhouse workers,high,"A warning that the customer is arriving, spoken to alert nearby colleagues.",0,0,0,0,0,0,0.0000
753,蛙男１,今度こそもらわなきゃ。,self,high,A frog worker's internal thought/resolution about needing to get money from this customer.,0,0,0,0,0,0,0.0000
754,湯女２,いくらでも手からわくんだって！,group:bathhouse workers,medium,"Commenting on the customer's wealth to coworkers, likely to motivate them or share information.",0,0,0,0,0,0,0.0000
755,蛙男２,お大尽様！こちらへもひとまき！,unknown,medium,"Addressing the customer with a tip request, but could be directed at an audience or group.",0,0,0,0,0,0,0.0000
756,蛙男３,こらっ、何をする？,unknown,low,"An exclamation of alarm or protest about something happening, addressee is unclear from context.",0,0,0,0,0,0,0.0000
757,千尋,上へ行くんです。,蛙男３,high,"Chihiro is responding directly to the frog who just questioned her, explaining her intention.",0,1,0,0,0,1,0.1250
758,蛙男３,ダメだ、ダメだ。ん？,千尋,high,"The frog is refusing Chihiro's request to go upstairs, speaking directly to her.",0,0,0,0,0,0,0.0000
759,蛙男３,あっ！血だ！,group:bathhouse workers,medium,"An exclamation spotting blood, likely alerting others nearby to this observation.",0,0,0,0,0,0,0.0000
760,兄役,どけどけ。お客様のお通りだ。,group:bathhouse workers,high,"The costumed performer is announcing to clear the way for an arriving customer, addressing all present.",0,0,0,0,0,0,0.0000
761,千尋,あの時はありがとうございます。,顔無し,high,千尋 is thanking the masked spirit for helping her earlier in the preceding context.,1,0,1,0,0,1,0.0667
762,兄役,何をしてる？はよ…。,千尋,high,"兄役 is speaking to 千尋 who is standing before him, asking what she's doing.",0,0,0,0,0,0,0.0000
763,兄役,うっ！,self,high,"兄役's reaction to being poisoned or affected by 顔無し, a brief exclamation.",0,0,0,0,0,0,0.0000
764,千尋,あっ…。,self,high,"千尋's brief exclamation reacting to the situation, not directed at another character.",0,0,0,0,0,0,0.0000
765,顔無し,ア…ア…ア…。,千尋,medium,"顔無し is making sounds while moving toward 千尋, likely vocalizing at her.",0,0,0,0,0,0,0.0000
766,顔無し,ア…ア…ア…。,千尋,medium,Continuation of 顔無し's vocalizations directed at 千尋.,0,0,0,0,0,0,0.0000
767,顔無し,エ…エ…。,千尋,medium,"顔無し continues vocalizing, presumably at 千尋 who is the main focus in the scene.",0,0,0,0,0,0,0.0000
768,千尋,欲しくない。いらない。,顔無し,high,千尋 is directly refusing what 顔無し is offering/asking for.,0,0,0,0,0,0,0.0000
769,顔無し,エ…エ…。,千尋,medium,顔無し continues vocalizing sounds toward 千尋.,0,0,0,0,0,0,0.0000
770,千尋,私、忙しいので失礼します。,顔無し,high,"千尋 is politely excusing herself from 顔無し, addressing the spirit directly.",1,0,0,0,0,1,0.0769
771,兄役,ええい！静まれ！静まらんか！,group:bathhouse workers,high,"兄役 is commanding a group to be quiet, addressing multiple people.",0,0,0,0,0,0,0.0000
772,兄役,下がれ、下がれ！,group:bathhouse workers,high,兄役 is directing multiple people to move back/make way.,0,0,0,0,0,0,0.0000
773,兄役,これはとんだご無礼をいたしました。,顔無し(青蛙),high,兄役 is apologizing to the spirit (顔無し) for the disturbance caused.,1,0,0,0,1,1,0.0588
774,兄役,何ぶん新米の人間の小娘でございまして…。,顔無し(青蛙),high,兄役 continues apologizing and explaining about Chihiro to the spirit.,1,0,0,0,0,1,0.0500
775,顔無し(青蛙),お前、なぜ笑う？,兄役,high,顔無し(青蛙) is directly questioning 兄役 about why he is laughing.,0,0,0,0,0,0,0.0000
776,兄役,えっ？,顔無し(青蛙),high,兄役 is responding in surprise to the spirit's accusation.,0,0,0,0,0,0,0.0000
777,顔無し(青蛙),笑ったな。,兄役,high,顔無し(青蛙) is accusing 兄役 of laughing.,0,0,0,0,0,0,0.0000
778,兄役,めっそうもない！,顔無し(青蛙),high,兄役 is desperately denying the accusation to the spirit.,0,0,0,0,0,0,0.0000
779,湯女３,あーっ！,unknown,medium,"湯女３ is exclaiming in reaction, likely to the group or self in alarm.",0,0,0,0,0,0,0.0000
780,一同,食ったー！！,group:bathhouse workers,high,一同 (everyone) is announcing together that 顔無し ate someone.,0,0,0,0,0,0,0.0000
781,千尋,わっ！,self,high,Exclamation of shock or surprise with no addressee indicated.,0,0,0,0,0,0,0.0000
782,千尋,湯バーバ！,湯婆婆,high,Directly calling out to Yubaba by name.,0,0,0,0,0,0,0.0000
783,千尋,ああっ！,self,high,Exclamation expressing distress or alarm with no addressee.,0,0,0,0,0,0,0.0000
784,湯婆婆,まったく何てことだろうね！,千尋,high,"Yubaba is responding to the situation Chihiro has caused, addressing her about the problem.",0,0,0,0,0,0,0.0000
785,千尋,あっ！,self,high,Brief exclamation of realization or concern with no clear addressee.,0,0,0,0,0,0,0.0000
786,湯婆婆,そいつの正体はカオナシだよ。,千尋,high,Yubaba is explaining to Chihiro the identity of the mysterious guest.,0,0,0,0,0,0,0.0000
787,湯婆婆,そう！カオナシ！,千尋,high,Yubaba is continuing her explanation to Chihiro about No-Face.,0,0,0,0,0,0,0.0000
788,湯婆婆,欲にかられてとんでもない客を引き入れたもんだよ！,千尋,high,Yubaba is blaming Chihiro and staff for bringing in this problematic guest.,0,0,0,0,0,0,0.0000
789,湯婆婆,私が行くまで余計なことをすんじゃないよ。,group:bathhouse workers,high,Yubaba is giving orders to the workers not to take action until she arrives.,0,0,0,0,0,0,0.0000
790,湯婆婆,あーあ、敷物を汚しちまって。,self,high,Yubaba is lamenting the situation to herself about the mess created.,0,0,0,0,0,0,0.0000
791,湯婆婆,お前達、ハクを片付けな。,group:bathhouse workers,high,"湯婆婆 is commanding multiple workers to deal with Haku, indicated by 'お前達' (you all).",0,0,0,0,0,0,0.0000
792,千尋,えっ？,湯婆婆,high,"千尋 is responding with surprise to 湯婆婆's command, questioning what she just said.",0,0,0,0,0,0,0.0000
793,湯婆婆,もうその子は使いものにならないよ。,千尋,high,"湯婆婆 is explaining her statement to 千尋, who just expressed confusion.",0,0,0,0,0,0,0.0000
794,千尋,あっ！,湯婆婆,medium,"千尋's exclamation reacts to the shocking statement, likely directed at 湯婆婆 or self.",0,0,0,0,0,0,0.0000
795,湯婆婆,バア。,坊,high,湯婆婆 is calling out to 坊 ('バア' is a term of endearment used toward the baby).,0,0,0,0,0,0,0.0000
796,坊,ンン…。,湯婆婆,high,坊 makes a sound in response to 湯婆婆 calling him.,0,0,0,0,0,0,0.0000
797,湯婆婆,もう、坊はまたベッドで寝ないで…。,坊,high,湯婆婆 is addressing 坊 about his behavior of not sleeping in bed.,0,0,0,0,0,0,0.0000
798,坊,アアア…アアア…。,湯婆婆,high,坊 makes sounds in response to 湯婆婆's scolding.,0,0,0,0,0,0,0.0000
799,湯婆婆,ああ、ごめんごめん。いい子でおネンネしてたのにね。,坊,high,"湯婆婆 is speaking tenderly to 坊, apologizing and talking about him sleeping.",0,0,0,0,0,0,0.0000
800,湯婆婆,バーバはまだお仕事があるの。,坊,high,"湯婆婆 is speaking to 坊, explaining that she still has work to do.",0,0,0,0,0,0,0.0000
801,湯婆婆,いい子でおネンネしててね。,坊,high,"湯婆婆 is speaking to 坊, continuing her earlier conversation with him about sleeping.",0,0,0,0,0,0,0.0000
802,千尋,あっ！,self,high,"千尋 exclaims in surprise, a reaction to something happening; self-directed exclamation.",0,0,0,0,0,0,0.0000
803,千尋,痛い！離して！,unknown,medium,"千尋 is calling out that something hurts and asking someone to let go, but the specific addressee is unclear from context.",0,0,0,0,0,0,0.0000
804,千尋,あっ、助けてくれてありがとう。,坊,high,"千尋 is thanking whoever just helped her; based on context, 坊 is the character present and likely the one who helped.",0,0,0,0,0,0,0.0000
805,千尋,私、急いで行かなくちゃならないの。離してくれる？,坊,high,"千尋 is asking 坊 to let go of her so she can leave, continuing direct address to him.",0,0,0,0,0,0,0.0000
806,坊,お前、病気うつしに来たんだな？,千尋,high,"坊 is directly addressing 千尋, accusing her of coming to spread disease.",0,0,0,0,0,0,0.0000
807,千尋,えっ？,坊,high,"千尋 responds with confusion to 坊's accusation, implicitly addressing him.",0,0,0,0,0,0,0.0000
808,坊,おんもには悪いバイキンしかいないんだぞ。,千尋,high,坊 continues explaining to 千尋 that the outside world has bad germs.,0,0,0,0,0,0,0.0000
809,千尋,私、人間よ。この世界じゃちょっと珍しいかもしれないけど。,坊,high,"千尋 is responding directly to 坊's comments about germs, explaining that she is human.",0,0,0,0,0,0,0.0000
810,坊,おんもは体に悪いんだぞ。ここにいて坊とお遊びしろ。,千尋,high,"坊 is directly addressing 千尋, telling her the outside is bad and inviting her to play with him.",0,0,0,0,0,0,0.0000
811,千尋,あなた病気なの？,坊,high,千尋 is asking 坊 directly about his health status in response to his statements about illness.,0,0,0,0,0,0,0.0000
812,坊,おんもに行くと病気になるからここにいるんだ。,千尋,high,"坊 is explaining to 千尋 why he stays inside, responding to her question.",0,0,0,0,0,0,0.0000
813,千尋,こんなとこにいたほうが病気になるよ！,坊,high,"千尋 is arguing directly with 坊, contradicting his claim about staying inside being healthy.",0,0,0,0,0,0,0.0000
814,千尋,あのね、私のとても大切な人が大ケガしてるの。,坊,high,千尋 is explaining her urgent situation to 坊 to convince him to let her go.,0,0,0,0,0,0,0.0000
815,千尋,だからすぐ行かなきゃならないの。お願い、手を離して！,坊,high,"千尋 is pleading directly with 坊, asking him to release his grip on her hand.",0,0,0,0,0,0,0.0000
816,坊,行ったら泣いちゃうぞ。,千尋,high,坊 is threatening 千尋 with consequences if she tries to leave.,0,0,0,0,0,0,0.0000
817,坊,坊が泣いたらすぐバーバが来てお前なんか殺しちゃうぞ。,千尋,high,"坊 is continuing his threat, warning 千尋 about what will happen if he cries.",0,0,0,0,0,0,0.0000
818,坊,こんな手すぐ折っちゃうぞ。,千尋,high,"坊 is making a threatening gesture toward 千尋, saying he'll break her hand.",0,0,0,0,0,0,0.0000
819,千尋,痛い！痛い！,坊,high,千尋 is crying out in pain to 坊 who is hurting her hand.,0,0,0,0,0,0,0.0000
820,千尋,ねっ、後で戻って来て遊んであげるから。,坊,high,"千尋 is making a promise to 坊, asking him to let her go with the offer to return later.",0,0,0,0,0,0,0.0000
821,坊,ダメ！今遊ぶの！,千尋,high,"坊 is demanding to play now, directly addressing Chihiro who just said she'd come back later.",0,0,0,0,0,0,0.0000
822,坊,ん？,千尋,medium,"坊 makes a questioning sound in response to Chihiro's actions, likely reacting to her.",0,0,0,0,0,0,0.0000
823,千尋,血！分かる？血！,坊,high,"千尋 is pointing out blood to坊, explaining what it is in response to his previous aggression.",0,0,0,0,0,0,0.0000
824,千尋,ハクー！,ハク,high,"千尋 calls out Haku's name, clearly addressing him for help.",0,0,0,0,0,0,0.0000
825,千尋,何するの？！あっち行って！シッ、シッ。,坊,high,"千尋 is telling坊 to go away, using dismissive gestures toward him.",0,0,0,0,0,0,0.0000
826,千尋,ハク！ハクね！しっかりして！,ハク,high,"千尋 calls out to Haku by name, urging him to stay conscious.",0,0,0,0,0,0,0.0000
827,千尋,静かにして！ハク！,ハク,high,"千尋 tells Haku to be quiet and stay focused, addressing him directly.",0,0,0,0,0,0,0.0000
828,千尋,あっ！,self,high,"千尋 makes a surprised exclamation with no clear addressee, appearing to be a reaction to events.",0,0,0,0,0,0,0.0000
829,千尋,あっち行って！,坊,high,千尋 continues telling坊 to go away in response to his continued presence.,0,0,0,0,0,0,0.0000
830,千尋,あっ！ダメ！,坊,high,"千尋 expresses alarm at坊's actions, addressing him with a command not to do something.",0,0,0,0,0,0,0.0000
831,坊,血なんか平気だぞ。,千尋,high,坊 is bragging to 千尋 about not being afraid of blood in response to her distress.,0,0,0,0,0,0,0.0000
832,坊,遊ばないと泣いちゃうぞ。,千尋,high,坊 is threatening 千尋 that he will cry if she doesn't play with him.,0,0,0,0,0,0,0.0000
833,千尋,待って。ねっ？いい子だから！,坊,high,"千尋 is pleading with 坊 to wait, calling him a good boy.",0,0,0,0,0,0,0.0000
834,坊,坊と遊ばないと泣いちゃうぞ…。,千尋,high,坊 is reiterating his threat to 千尋 about crying if she won't play with him.,0,0,0,0,0,0,0.0000
835,千尋,お願い！待って！,坊,high,千尋 is pleading with 坊 to wait as she tries to manage the situation.,0,0,0,0,0,0,0.0000
836,銭婆,うるさいねぇ。静かにしておくれ。,group:坊 and 千尋,high,銭婆 is telling them both to be quiet and calm down.,0,0,0,0,0,0,0.0000
837,銭婆,あんたはちょっと太り過ぎね。,坊,high,"銭婆 is commenting on 坊's weight, addressing him directly.",0,0,0,0,0,0,0.0000
838,銭婆,やっぱりちょっと透けるわね。,坊,high,銭婆 is continuing her observation about 坊's appearance and transparency.,0,0,0,0,0,0,0.0000
